City/District,Waste Type,Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Disposal Method,Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Name,Landfill Capacity (Tons),Year,Landfill_Lat,Landfill_Long,Waste_Per_Capita_kg,Landfill_Utilization_Ratio,Cost_Per_Campaign,Year_Category,Efficiency_PopDensity_Interaction,Campaign_Efficiency_Interaction,Log_Waste_Per_Capita_kg,Log_Landfill_Utilization_Ratio,Log_Cost_Per_Campaign,City_FreqEnc
Vadodara,Hazardous,4637,73,21598,8,Recycling,2427,5,Vadodara Landfill,24927,2020,31.3853,71.6585,214.6958051671451,0.1860231877081076,485.4,Before_2021,172784,40,5.373869105673066,0.17060585157168628,6.1870313306519575,0.029411764705882353
Vadodara,Plastic,7724,36,21598,8,Composting,509,11,Vadodara Landfill,24927,2021,31.3853,71.6585,357.62570608389666,0.3098648052312753,46.27272727272727,2021_and_after,172784,88,5.882279243163715,0.26992392977382534,3.8559335387771023,0.029411764705882353
Vadodara,Organic,9247,48,21598,8,Incineration,683,0,Vadodara Landfill,24927,2021,31.3853,71.6585,428.1414945828317,0.3709632125807357,266.9330357142857,2021_and_after,172784,0,6.061786688750376,0.31551356767512767,5.590737082551223,0.029411764705882353
Vadodara,E-Waste,6645,81,21598,7,Composting,2420,17,Vadodara Landfill,24927,2021,31.3853,71.6585,307.6673766089453,0.2665784089541461,142.35294117647058,2021_and_after,151186,119,5.732264246004405,0.236319098495202,4.96530970956899,0.029411764705882353
Vadodara,Construction,8397,75,21598,6,Incineration,2919,16,Vadodara Landfill,24927,2021,31.3853,71.6585,388.7859987035837,0.3368636418341557,182.4375,2021_and_after,129588,96,5.965597867248217,0.2903263047617088,5.211874010022416,0.029411764705882353
Vadodara,Hazardous,2986,33,21598,5,Composting,755,17,Vadodara Landfill,24927,2021,31.3853,71.6585,138.25354199462913,0.1197897861756328,44.41176470588236,2021_and_after,107990,85,4.936296314711037,0.1131409767762456,3.8157712059685602,0.029411764705882353
Vadodara,Plastic,7390,46,21598,5,Incineration,3675,9,Vadodara Landfill,24927,2022,31.3853,71.6585,342.16131123252154,0.2964656797849721,408.3333333333333,2021_and_after,107990,45,5.8382006317503885,0.2596418542115542,6.014529820038978,0.029411764705882353
Vadodara,Organic,3591,71,21598,5,Recycling,3317,12,Vadodara Landfill,24927,2022,31.3853,71.6585,166.2653949439763,0.1440606571187868,276.4166666666667,2021_and_after,107990,60,5.119581742269843,0.13458391350897334,5.625520587787025,0.029411764705882353
Vadodara,E-Waste,4487,46,21598,7,Composting,989,7,Vadodara Landfill,24927,2022,31.3853,71.6585,207.7507176590425,0.1800056163998876,141.28571428571428,2021_and_after,151186,49,5.341140801612684,0.16551919812716795,4.957837108529285,0.029411764705882353
Vadodara,Construction,5732,79,21598,6,Incineration,4010,6,Vadodara Landfill,24927,2022,31.3853,71.6585,265.3949439762941,0.2299514582581137,668.3333333333334,2021_and_after,129588,36,5.584979959418164,0.20697470377476732,6.506282192143511,0.029411764705882353
Vadodara,Hazardous,2037,35,21598,8,Composting,3000,0,Vadodara Landfill,24927,2022,31.3853,71.6585,94.31428836003332,0.0817186183656276,266.9330357142857,2021_and_after,172784,0,4.557179729747366,0.07855108964023842,5.590737082551223,0.029411764705882353
Vadodara,Plastic,1325,60,21598,6,Recycling,3482,20,Vadodara Landfill,24927,2023,31.3853,71.6585,61.34827298823965,0.05315521322261,174.1,2021_and_after,129588,120,4.132735973077469,0.05179062326052232,5.165357239291806,0.029411764705882353
Vadodara,Organic,2028,85,21598,5,Landfill,2092,8,Vadodara Landfill,24927,2023,31.3853,71.6585,93.89758310954718,0.0813575640871344,261.5,2021_and_after,107990,40,4.552798237531269,0.07821725555267804,5.570251082031678,0.029411764705882353
Vadodara,E-Waste,9199,35,21598,10,Composting,4382,18,Vadodara Landfill,24927,2023,31.3853,71.6585,425.9190665802389,0.3690375897621053,243.44444444444449,2021_and_after,215980,180,6.056594455638987,0.3141080037541192,5.498988062010188,0.029411764705882353
Vadodara,Construction,5872,38,21598,8,Incineration,2663,0,Vadodara Landfill,24927,2023,31.3853,71.6585,271.8770256505232,0.2355678581457857,266.9330357142857,2021_and_after,172784,0,5.609021238206818,0.21153066856902553,5.590737082551223,0.029411764705882353
Vadodara,Hazardous,6592,45,21598,5,Incineration,4874,20,Vadodara Landfill,24927,2023,31.3853,71.6585,305.21344568941566,0.2644522004252417,243.7,2021_and_after,107990,100,5.724282393720691,0.2346389852471229,5.5000329704486255,0.029411764705882353
Guwahati,Plastic,2374,37,22866,5,Recycling,1243,13,Guwahati Landfill,60935,2019,19.7894,85.8429,103.82226887081256,0.0389595470583408,95.6153846153846,Before_2021,114330,65,4.652266238539615,0.0382197768628198,4.570737989566607,0.029411764705882353
Guwahati,Organic,8355,47,22866,10,Landfill,4050,6,Guwahati Landfill,60935,2019,19.7894,85.8429,365.3896615061664,0.1371133174694346,675.0,Before_2021,228660,60,5.903697415988583,0.1284928733638242,6.516193076042964,0.029411764705882353
Guwahati,E-Waste,9369,37,22866,9,Landfill,1382,12,Guwahati Landfill,60935,2019,19.7894,85.8429,409.7349776961427,0.1537540001641092,115.16666666666669,Before_2021,205794,108,6.017948183384648,0.14302097392673396,4.755025941532469,0.029411764705882353
Guwahati,Construction,8457,79,22866,6,Incineration,1687,7,Guwahati Landfill,60935,2019,19.7894,85.8429,369.8504329572291,0.1387872322967096,241.0,Before_2021,137196,42,5.9157988356545275,0.12996386481754474,5.488937726156687,0.029411764705882353
Guwahati,Hazardous,4891,56,22866,5,Recycling,3499,11,Guwahati Landfill,60935,2019,19.7894,85.8429,213.8983643838013,0.0802658570608025,318.09090909090907,Before_2021,114330,55,5.37016519256227,0.07720717478794319,5.765476043661541,0.029411764705882353
Guwahati,Plastic,822,80,22866,6,Landfill,4966,13,Guwahati Landfill,60935,2020,19.7894,85.8429,35.948569929152455,0.0134897841962747,382.0,Before_2021,137196,78,3.60952694378062,0.013399607131711554,5.948034989180646,0.029411764705882353
Guwahati,Organic,4079,73,22866,8,Incineration,2246,18,Guwahati Landfill,60935,2020,19.7894,85.8429,178.3871249890667,0.0669401821613194,124.77777777777776,Before_2021,182928,144,5.189546179987259,0.06479490904361981,4.8345166814269085,0.029411764705882353
Guwahati,E-Waste,4047,58,22866,6,Recycling,4462,3,Guwahati Landfill,60935,2020,19.7894,85.8429,176.98766727892942,0.0664150324115861,1487.3333333333333,Before_2021,137196,18,5.181714262941937,0.06430258619297285,7.30541220464249,0.029411764705882353
Guwahati,Construction,3438,63,22866,8,Incineration,1247,1,Guwahati Landfill,60935,2020,19.7894,85.8429,150.35423773287852,0.0564207762369738,1247.0,Before_2021,182928,8,5.019623034632263,0.054886568264650375,7.129297548929373,0.029411764705882353
Guwahati,Hazardous,3115,46,22866,6,Composting,4252,17,Guwahati Landfill,60935,2020,19.7894,85.8429,136.2284614711799,0.0511200459506031,250.11764705882356,Before_2021,137196,102,4.921647138903238,0.049856306067277575,5.525921542701746,0.029411764705882353
Guwahati,Plastic,1484,78,22866,6,Composting,4003,3,Guwahati Landfill,60935,2021,19.7894,85.8429,64.89985130761829,0.0243538196438828,1334.3333333333333,2021_and_after,137196,18,4.188136185172355,0.02406199393259,7.196936227557654,0.029411764705882353
Guwahati,Organic,4543,79,22866,7,Recycling,3813,13,Guwahati Landfill,60935,2021,19.7894,85.8429,198.6792617860579,0.0745548535324526,293.3076923076923,2021_and_after,160062,91,5.296712388189342,0.0719064860835421,5.684625792538662,0.029411764705882353
Guwahati,E-Waste,7401,82,22866,9,Incineration,4307,3,Guwahati Landfill,60935,2021,19.7894,85.8429,323.66832852269744,0.1214572905555099,1435.6666666666667,2021_and_after,205794,27,5.782804133614397,0.11462899182364494,7.270080894429684,0.029411764705882353
Guwahati,Construction,9218,84,22866,9,Composting,1433,7,Guwahati Landfill,60935,2021,19.7894,85.8429,403.13128662643226,0.1512759497825551,204.7142857142857,2021_and_after,205794,63,6.001739792067954,0.14087084886108084,5.326488243514733,0.029411764705882353
Guwahati,Hazardous,7562,74,22866,6,Incineration,3410,18,Guwahati Landfill,60935,2021,19.7894,85.8429,330.7093501268259,0.1240994502338557,189.44444444444449,2021_and_after,137196,108,5.804259134059866,0.11698222641321974,5.249360521821506,0.029411764705882353
Guwahati,Plastic,6340,47,22866,9,Incineration,2172,3,Guwahati Landfill,60935,2022,19.7894,85.8429,277.2675588209569,0.1040452941659145,724.0,2021_and_after,205794,27,5.628583092642483,0.09898097433750384,6.586171654854675,0.029411764705882353
Guwahati,Organic,1976,39,22866,5,Composting,930,8,Guwahati Landfill,60935,2022,19.7894,85.8429,86.41651360097963,0.0324279970460326,116.25,2021_and_after,114330,40,4.470684207617017,0.031913306904187096,4.764308407326388,0.029411764705882353
Guwahati,E-Waste,9002,39,22866,8,Recycling,2298,17,Guwahati Landfill,60935,2022,19.7894,85.8429,393.6849470830053,0.1477311889718552,135.1764705882353,2021_and_after,182928,136,5.978087844325646,0.13778711453072914,4.913951622464118,0.029411764705882353
Guwahati,Construction,9229,69,22866,8,Landfill,728,0,Guwahati Landfill,60935,2022,19.7894,85.8429,403.612350214292,0.151456470009026,266.9330357142857,2021_and_after,182928,0,6.002929448771717,0.1410276367060681,5.590737082551223,0.029411764705882353
Guwahati,Hazardous,3522,70,22866,9,Composting,1428,16,Guwahati Landfill,60935,2022,19.7894,85.8429,154.027814221989,0.0577992943300237,89.25,2021_and_after,205794,144,5.04360454741411,0.05619061253855731,4.502583597212991,0.029411764705882353
Guwahati,Plastic,5833,70,22866,5,Incineration,1084,18,Guwahati Landfill,60935,2023,19.7894,85.8429,255.0949007259687,0.0957249528185771,60.22222222222222,2021_and_after,114330,90,5.5455480817459,0.09141620157373105,4.114510231816695,0.029411764705882353
Guwahati,Organic,7866,47,22866,7,Incineration,2757,18,Guwahati Landfill,60935,2023,19.7894,85.8429,344.0041983731304,0.1290883728563223,153.16666666666666,2021_and_after,160062,126,5.843556586154795,0.12141055744192282,5.03803426828437,0.029411764705882353
Guwahati,E-Waste,4726,55,22866,7,Recycling,702,1,Guwahati Landfill,60935,2023,19.7894,85.8429,206.6824105659057,0.07755805366374,702.0,2021_and_after,160062,7,5.336010040564627,0.07469741965459209,6.555356891810665,0.029411764705882353
Guwahati,Construction,1243,47,22866,10,Composting,3422,10,Guwahati Landfill,60935,2023,19.7894,85.8429,54.36018542814659,0.0203987855912037,342.2,2021_and_after,228660,100,4.013860660800672,0.020193517154669657,5.838313367613807,0.029411764705882353
Guwahati,Hazardous,9261,66,22866,6,Landfill,2036,1,Guwahati Landfill,60935,2023,19.7894,85.8429,405.01180792442926,0.1519816197587593,2036.0,2021_and_after,137196,6,6.006382242736522,0.14148360707589455,7.619233416226805,0.029411764705882353
Coimbatore,Plastic,8029,41,12073,8,Recycling,1562,13,Coimbatore Landfill,98572,2019,31.9729,76.5516,665.03768740164,0.0814531509962261,120.15384615384616,Before_2021,96584,104,6.501346256629517,0.07830564693014562,4.797061193798196,0.029411764705882353
Coimbatore,Organic,3277,45,12073,8,Incineration,4870,15,Coimbatore Landfill,98572,2019,31.9729,76.5516,271.4321212623209,0.0332447348131315,324.6666666666667,Before_2021,96584,120,5.607389486788605,0.03270407864364266,5.785874363374673,0.029411764705882353
Coimbatore,E-Waste,9389,45,12073,8,Incineration,1177,14,Coimbatore Landfill,98572,2019,31.9729,76.5516,777.6857450509401,0.0952501724627683,84.07142857142857,Before_2021,96584,112,6.657607556329521,0.09098280517615266,4.443491239740042,0.029411764705882353
Coimbatore,Construction,1031,36,12073,8,Composting,4921,17,Coimbatore Landfill,98572,2019,31.9729,76.5516,85.39716723266794,0.010459359655886,289.47058823529414,Before_2021,96584,136,4.4589548886135795,0.010405038998229692,5.671502325848909,0.029411764705882353
Coimbatore,Hazardous,5816,67,12073,5,Recycling,4556,15,Coimbatore Landfill,98572,2019,31.9729,76.5516,481.7361053590657,0.0590025565069188,303.7333333333333,Before_2021,60365,75,6.179470138624216,0.05732748069276611,5.719437077229534,0.029411764705882353
Coimbatore,Plastic,6548,55,12073,7,Landfill,4731,15,Coimbatore Landfill,98572,2020,31.9729,76.5516,542.3672657997183,0.0664286004139106,315.4,Before_2021,84511,105,6.297785455574749,0.06431530911566244,5.757007235893499,0.029411764705882353
Coimbatore,Organic,5804,68,12073,5,Incineration,4100,8,Coimbatore Landfill,98572,2020,31.9729,76.5516,480.7421519092189,0.058880818082214,512.5,Before_2021,60365,40,6.177409016366178,0.05721251834280904,6.241250029368613,0.029411764705882353
Coimbatore,E-Waste,7649,53,12073,10,Landfill,2381,4,Coimbatore Landfill,98572,2020,31.9729,76.5516,633.5624948231591,0.0775981008805746,595.25,Before_2021,120730,40,6.452935776903315,0.07473458375219566,6.390660042202551,0.029411764705882353
Coimbatore,Construction,953,66,12073,8,Landfill,2355,1,Coimbatore Landfill,98572,2020,31.9729,76.5516,78.93646980866396,0.0096680598953049,2355.0,Before_2021,96584,8,4.381232191795989,0.009621623265742934,7.764720544771477,0.029411764705882353
Coimbatore,Hazardous,747,59,12073,7,Recycling,4295,4,Coimbatore Landfill,98572,2020,31.9729,76.5516,61.87360225296116,0.0075782169378728,1073.75,Before_2021,84511,28,4.141126397603594,0.00754964650307474,6.979843355376391,0.029411764705882353
Coimbatore,Plastic,6863,75,12073,7,Landfill,2635,13,Coimbatore Landfill,98572,2021,31.9729,76.5516,568.458543858196,0.0696242340624112,202.69230769230768,2021_and_after,84511,91,6.344685986309967,0.06730740367534042,5.316610559595362,0.029411764705882353
Coimbatore,Organic,8447,42,12073,5,Composting,2764,17,Coimbatore Landfill,98572,2021,31.9729,76.5516,699.660399237969,0.0856937061234427,162.58823529411765,2021_and_after,60365,85,6.552023317778213,0.08221914317102319,5.097352510177749,0.029411764705882353
Coimbatore,E-Waste,4259,81,12073,7,Composting,4070,11,Coimbatore Landfill,98572,2021,31.9729,76.5516,352.7706452414479,0.043206995901473,370.0,2021_and_after,84511,77,5.868648808361071,0.042299618361661705,5.916202062607435,0.029411764705882353
Coimbatore,Construction,8174,57,12073,9,Recycling,862,9,Coimbatore Landfill,98572,2021,31.9729,76.5516,677.0479582539551,0.0829241569614089,95.77777777777776,2021_and_after,108657,81,6.519218020326641,0.0796649350600555,4.572417399516283,0.029411764705882353
Coimbatore,Hazardous,4274,60,12073,6,Incineration,1901,10,Coimbatore Landfill,98572,2021,31.9729,76.5516,354.0130870537563,0.043359168932354,190.1,2021_and_after,72438,60,5.87215465373608,0.04244547813233704,5.252796851246227,0.029411764705882353
Coimbatore,Plastic,3522,75,12073,10,Landfill,925,11,Coimbatore Landfill,98572,2022,31.9729,76.5516,291.7253375300257,0.0357302276508542,84.0909090909091,2021_and_after,120730,110,5.679234754795958,0.035106711907429033,4.443720203679222,0.029411764705882353
Coimbatore,Organic,5021,78,12073,9,Composting,2258,19,Coimbatore Landfill,98572,2022,31.9729,76.5516,415.8866893067175,0.0509373858702268,118.84210526315788,2021_and_after,108657,171,6.03281445659273,0.049682514354386254,4.786175086897299,0.029411764705882353
Coimbatore,E-Waste,6743,52,12073,6,Landfill,4958,10,Coimbatore Landfill,98572,2022,31.9729,76.5516,558.5190093597283,0.0684068498153634,495.8,2021_and_after,72438,60,6.327077502795427,0.06616861351668395,6.208187530619269,0.029411764705882353
Coimbatore,Construction,2139,54,12073,6,Recycling,3884,6,Coimbatore Landfill,98572,2022,31.9729,76.5516,177.17220243518597,0.0216998742036278,647.3333333333334,2021_and_after,72438,36,5.182750512045002,0.02146778349066429,6.474404967384437,0.029411764705882353
Coimbatore,Hazardous,580,31,12073,8,Landfill,1968,5,Coimbatore Landfill,98572,2022,31.9729,76.5516,48.04108340926033,0.0058840238607312,393.6,2021_and_after,96584,40,3.892658383742413,0.005866780599113719,5.977872593588515,0.029411764705882353
Coimbatore,Plastic,963,38,12073,8,Recycling,2999,0,Coimbatore Landfill,98572,2023,31.9729,76.5516,79.76476435020294,0.0097695085825589,266.9330357142857,2021_and_after,96584,0,4.391540785639716,0.009722095485258795,5.590737082551223,0.029411764705882353
Coimbatore,Organic,8565,52,12073,7,Landfill,3047,20,Coimbatore Landfill,98572,2023,31.9729,76.5516,709.4342748281289,0.0868908006330398,152.35,2021_and_after,84511,140,6.565876437738381,0.08332114369346157,5.032722890560261,0.029411764705882353
Coimbatore,E-Waste,8883,43,12073,7,Landfill,3454,20,Coimbatore Landfill,98572,2023,31.9729,76.5516,735.7740412490682,0.0901168688877166,172.7,2021_and_after,84511,140,6.602281252573794,0.08628490965653146,5.157329673247059,0.029411764705882353
Coimbatore,Construction,9121,40,12073,9,Landfill,4566,11,Coimbatore Landfill,98572,2023,31.9729,76.5516,755.4874513376957,0.0925313476443614,415.09090909090907,2021_and_after,108657,99,6.62868594530193,0.08849734107194066,6.030903767855271,0.029411764705882353
Coimbatore,Hazardous,6047,82,12073,9,Incineration,3133,20,Coimbatore Landfill,98572,2023,31.9729,76.5516,500.8697092686159,0.0613460211824859,156.65,2021_and_after,108657,180,6.218340542714931,0.05953793387431008,5.06037738599107,0.029411764705882353
Ranchi,Plastic,9222,76,17422,8,Recycling,4212,14,Ranchi Landfill,98646,2019,13.4978,84.8338,529.3307312593273,0.0934857977008697,300.85714285714283,Before_2021,139376,112,6.273500833169885,0.08937057312246753,5.709953868560743,0.029411764705882353
Ranchi,Organic,2865,82,17422,9,Landfill,3272,14,Ranchi Landfill,98646,2019,13.4978,84.8338,164.44725060268627,0.0290432455446748,233.7142857142857,Before_2021,156798,126,5.108652416536504,0.028629482737204115,5.458368968981954,0.029411764705882353
Ranchi,E-Waste,7540,60,17422,5,Incineration,1776,2,Ranchi Landfill,98646,2019,13.4978,84.8338,432.7861324761796,0.076434928937818,888.0,Before_2021,87110,10,6.072551630330348,0.07365458911913858,6.790097235513905,0.029411764705882353
Ranchi,Construction,8974,41,17422,8,Recycling,4536,15,Ranchi Landfill,98646,2019,13.4978,84.8338,515.0958558144874,0.0909717575978752,302.4,Before_2021,139376,120,6.2462925153113344,0.08706881980447861,5.715052066914432,0.029411764705882353
Ranchi,Hazardous,6183,43,17422,5,Recycling,1377,12,Ranchi Landfill,98646,2019,13.4978,84.8338,354.8961083687292,0.0626786691807067,114.75,Before_2021,87110,60,5.874638857836327,0.06079276690815698,4.751432692966343,0.029411764705882353
Ranchi,Plastic,1270,34,17422,7,Landfill,1071,11,Ranchi Landfill,98646,2020,13.4978,84.8338,72.89633796349443,0.0128743182693672,97.36363636363636,Before_2021,121954,77,4.302663272781724,0.012792148733603846,4.588671186608056,0.029411764705882353
Ranchi,Organic,6090,44,17422,7,Landfill,2447,0,Ranchi Landfill,98646,2020,13.4978,84.8338,349.55803007691424,0.0617359041420838,266.9330357142857,Before_2021,121954,0,5.859526256470671,0.059905214061975055,5.590737082551223,0.029411764705882353
Ranchi,E-Waste,9848,79,17422,10,Landfill,675,11,Ranchi Landfill,98646,2020,13.4978,84.8338,565.262312019286,0.099831721509235,61.36363636363637,Before_2021,174220,110,6.339057419641283,0.09515718765547286,4.132982354927515,0.029411764705882353
Ranchi,Construction,3883,38,17422,7,Recycling,2577,5,Ranchi Landfill,98646,2020,13.4978,84.8338,222.8791183561015,0.0393629746771283,515.4,Before_2021,121954,35,5.41110625599549,0.03860800113468845,6.246881658972487,0.029411764705882353
Ranchi,Hazardous,7762,68,17422,6,Incineration,1158,0,Ranchi Landfill,98646,2020,13.4978,84.8338,445.5286419469636,0.0786854003203373,266.9330357142857,Before_2021,104532,0,6.101503545956745,0.07574307779420009,5.590737082551223,0.029411764705882353
Ranchi,Plastic,9164,69,17422,5,Composting,4385,14,Ranchi Landfill,98646,2021,13.4978,84.8338,526.0016071633567,0.0928978367090404,313.2142857142857,2021_and_after,87110,70,6.26720359818255,0.08883273429423161,5.750075191733461,0.029411764705882353
Ranchi,Organic,4838,61,17422,8,Composting,2006,10,Ranchi Landfill,98646,2021,13.4978,84.8338,277.6948685569969,0.0490440565253532,200.6,2021_and_after,139376,80,5.630117522251648,0.047879327126479514,5.306285536197214,0.029411764705882353
Ranchi,E-Waste,9929,85,17422,9,Recycling,1475,14,Ranchi Landfill,98646,2021,13.4978,84.8338,569.9116060153829,0.1006528394461001,105.35714285714286,2021_and_after,156798,126,6.347234392095127,0.09590349416409054,4.6668027030687504,0.029411764705882353
Ranchi,Construction,4213,65,17422,7,Recycling,794,15,Ranchi Landfill,98646,2021,13.4978,84.8338,241.8206864883481,0.0427082699754678,52.93333333333333,2021_and_after,121954,105,5.492323255260947,0.04182143409054869,3.9877487159562817,0.029411764705882353
Ranchi,Hazardous,4130,65,17422,8,Incineration,3340,17,Ranchi Landfill,98646,2021,13.4978,84.8338,237.0565951096315,0.041866877521643,196.4705882352941,2021_and_after,139376,136,5.472508439981109,0.04101417847251356,5.285589652923819,0.029411764705882353
Ranchi,Plastic,9721,30,17422,8,Composting,1126,7,Ranchi Landfill,98646,2022,13.4978,84.8338,557.9726782229366,0.0985442896822983,160.85714285714286,2021_and_after,139376,56,6.326100595794139,0.09398593035684677,5.086714111972693,0.029411764705882353
Ranchi,Organic,8205,40,17422,7,Recycling,1464,19,Ranchi Landfill,98646,2022,13.4978,84.8338,470.9562621972219,0.0831762058268961,77.05263157894737,2021_and_after,121954,133,6.15688631645551,0.07989765637893319,4.3573833629714915,0.029411764705882353
Ranchi,E-Waste,5473,73,17422,7,Recycling,3439,0,Ranchi Landfill,98646,2022,13.4978,84.8338,314.1430375387441,0.0554812156600369,266.9330357142857,2021_and_after,121954,0,5.753026623183723,0.053996791520720455,5.590737082551223,0.029411764705882353
Ranchi,Construction,9588,36,17422,8,Landfill,4717,10,Ranchi Landfill,98646,2022,13.4978,84.8338,550.3386522787281,0.0971960343044826,471.7,2021_and_after,139376,80,6.312349234291109,0.09275786569680129,6.158460937799191,0.029411764705882353
Ranchi,Hazardous,1182,82,17422,9,Incineration,1502,1,Ranchi Landfill,98646,2022,13.4978,84.8338,67.84525312822868,0.0119822395231433,1502.0,2021_and_after,156798,9,4.231861277674073,0.011911020832955988,7.315218389752975,0.029411764705882353
Ranchi,Plastic,4020,57,17422,7,Recycling,2248,13,Ranchi Landfill,98646,2023,13.4978,84.8338,230.7427390655493,0.0407517790888632,172.92307692307693,2021_and_after,121954,91,5.445627873062151,0.039943316521093425,5.158613114816434,0.029411764705882353
Ranchi,Organic,7916,53,17422,6,Recycling,2047,11,Ranchi Landfill,98646,2023,13.4978,84.8338,454.36804040867867,0.0802465381262291,186.0909090909091,2021_and_after,104532,66,6.121105972002888,0.07718929112792165,5.231594643595624,0.029411764705882353
Ranchi,E-Waste,1670,77,17422,5,Recycling,2924,3,Ranchi Landfill,98646,2023,13.4978,84.8338,95.85581448742968,0.0169292216612939,974.6666666666666,2021_and_after,87110,15,4.573223424059482,0.016787519424596543,6.883120998023776,0.029411764705882353
Ranchi,Construction,2654,53,17422,8,Landfill,2074,16,Ranchi Landfill,98646,2023,13.4978,84.8338,152.3361267363104,0.0269042840054335,129.625,2021_and_after,139376,128,5.0326324184945905,0.02654872699784269,4.872330622719075,0.029411764705882353
Ranchi,Hazardous,6090,44,17422,9,Composting,1406,20,Ranchi Landfill,98646,2023,13.4978,84.8338,349.55803007691424,0.0617359041420838,70.3,2021_and_after,156798,180,5.859526256470671,0.059905214061975055,4.26689632742025,0.029411764705882353
Amritsar,Plastic,6035,64,12612,9,Incineration,4276,11,Amritsar Landfill,31477,2019,22.6059,88.4682,478.51252775134793,0.1917272929440543,388.7272727272728,Before_2021,113508,99,6.172770020679481,0.1754037613815701,5.965447193799607,0.029411764705882353
Amritsar,Organic,1371,68,12612,5,Recycling,3410,19,Amritsar Landfill,31477,2019,22.6059,88.4682,108.70599429115128,0.0435556120341836,179.47368421052633,Before_2021,63060,95,4.697804008369475,0.04263373987086268,5.19558497329648,0.029411764705882353
Amritsar,E-Waste,2239,71,12612,10,Landfill,1403,0,Amritsar Landfill,31477,2019,22.6059,88.4682,177.52933713923247,0.071131302220669,266.9330357142857,Before_2021,126120,0,5.184752941436291,0.06871538172952069,5.590737082551223,0.029411764705882353
Amritsar,Construction,9144,39,12612,8,Landfill,4250,13,Amritsar Landfill,31477,2019,22.6059,88.4682,725.023786869648,0.2904978238078597,326.9230769230769,Before_2021,100896,104,6.587582778571321,0.25502805385806954,5.792779059303673,0.029411764705882353
Amritsar,Hazardous,4718,42,12612,9,Recycling,3452,20,Amritsar Landfill,31477,2019,22.6059,88.4682,374.0881699968284,0.1498872192394446,172.6,Before_2021,113508,180,5.9271611183255795,0.13966386733938965,5.15675380222625,0.029411764705882353
Amritsar,Plastic,3121,38,12612,5,Composting,3385,4,Amritsar Landfill,31477,2020,22.6059,88.4682,247.4627339042182,0.0991517616037106,846.25,Before_2021,63060,20,5.5152928701227975,0.0945387565190706,6.741995810487161,0.029411764705882353
Amritsar,Organic,6093,75,12612,5,Incineration,934,11,Amritsar Landfill,31477,2020,22.6059,88.4682,483.1113225499524,0.1935699081869301,84.9090909090909,Before_2021,63060,55,6.182314885537972,0.17694873918016252,4.453289654695372,0.029411764705882353
Amritsar,E-Waste,2840,63,12612,5,Composting,3675,6,Amritsar Landfill,31477,2020,22.6059,88.4682,225.18236600063432,0.0902246084442608,612.5,Before_2021,63060,30,5.421341603086295,0.08638373780593099,6.419180264150966,0.029411764705882353
Amritsar,Construction,1796,34,12612,6,Composting,2113,15,Amritsar Landfill,31477,2020,22.6059,88.4682,142.40405962575326,0.0570575340724973,140.86666666666667,Before_2021,75672,90,4.965666237567826,0.05548913688499917,4.954887649359325,0.029411764705882353
Amritsar,Hazardous,2868,39,12612,9,Landfill,4327,12,Amritsar Landfill,31477,2020,22.6059,88.4682,227.40247383444336,0.0911141468373733,360.5833333333333,Before_2021,113508,108,5.43110930887225,0.08719932726012992,5.89049253601035,0.029411764705882353
Amritsar,Plastic,7820,41,12612,10,Incineration,2138,5,Amritsar Landfill,31477,2021,22.6059,88.4682,620.0444021566761,0.2484353655049719,427.6,2021_and_after,126120,50,6.43140258043485,0.22189105967790654,6.060524083039477,0.029411764705882353
Amritsar,Organic,9954,47,12612,5,Incineration,2864,8,Amritsar Landfill,31477,2021,22.6059,88.4682,789.2483349191247,0.3162308987514693,358.0,2021_and_after,63060,40,6.672347244062979,0.2747722724910211,5.883322388488279,0.029411764705882353
Amritsar,E-Waste,7007,62,12612,10,Landfill,1571,18,Amritsar Landfill,31477,2021,22.6059,88.4682,555.58198541072,0.2226069828763859,87.27777777777777,2021_and_after,126120,180,6.321814483154293,0.20098545009330313,4.480488408640551,0.029411764705882353
Amritsar,Construction,6718,69,12612,5,Recycling,635,1,Amritsar Landfill,31477,2021,22.6059,88.4682,532.6673009831906,0.2134256758903326,635.0,2021_and_after,63060,5,6.279772612928506,0.19344749658760801,6.455198563340122,0.029411764705882353
Amritsar,Hazardous,3672,33,12612,9,Composting,3888,4,Amritsar Landfill,31477,2021,22.6059,88.4682,291.15128449096096,0.1166566064110302,972.0,2021_and_after,113508,36,5.677271765673858,0.11033904794413038,6.880384082186005,0.029411764705882353
Amritsar,Plastic,7276,76,12612,9,Incineration,1041,4,Amritsar Landfill,31477,2022,22.6059,88.4682,576.9108785283856,0.2311529052959303,260.25,2021_and_after,113508,36,6.359419667386714,0.2079510517517561,5.565477803279021,0.029411764705882353
Amritsar,Organic,7339,39,12612,5,Recycling,1129,18,Amritsar Landfill,31477,2022,22.6059,88.4682,581.9061211544561,0.2331543666804333,62.72222222222222,2021_and_after,63060,90,6.368026146204904,0.20957541235592458,4.154533359233206,0.029411764705882353
