City/District,Waste Type,Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Disposal Method,Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Name,Landfill Capacity (Tons),Year,Landfill_Lat,Landfill_Long,Waste_Per_Capita_kg,Landfill_Utilization_Ratio,Cost_Per_Campaign
Patna,Hazardous,666,58,16101,6,Composting,2751,9,Patna Landfill,67316,2023,18.5496,94.8411,41.36389044158748,0.009893635985501218,305.6666666666667
Bhopal,Plastic,4466,83,4071,8,Recycling,3118,17,Bhopal Landfill,83130,2019,18.3203,75.8314,1097.0277573077867,0.053723084325754844,183.41176470588235
Bhopal,Organic,6799,51,4071,5,Composting,1735,7,Bhopal Landfill,83130,2019,18.3203,75.8314,1670.105625153525,0.08178756165042704,247.85714285714286
Bhopal,E-Waste,7350,36,4071,9,Incineration,3424,5,Bhopal Landfill,83130,2019,18.3203,75.8314,1805.4532056005896,0.08841573439191627,684.8
Bhopal,Construction,9384,71,4071,5,Landfill,1922,18,Bhopal Landfill,83130,2019,18.3203,75.8314,2305.084745762712,0.11288343558282209,106.77777777777777
Bhopal,Hazardous,8117,44,4071,6,Composting,1207,14,Bhopal Landfill,83130,2019,18.3203,75.8314,1993.8590027020389,0.09764224708288223,86.21428571428571
Bhopal,Plastic,7146,63,4071,10,Composting,2539,16,Bhopal Landfill,83130,2020,18.3203,75.8314,1755.3426676492263,0.08596174666185492,158.6875
Bhopal,Organic,2797,74,4071,10,Landfill,2013,19,Bhopal Landfill,83130,2020,18.3203,75.8314,687.0547776958978,0.03364609647539998,105.94736842105263
Bhopal,E-Waste,9730,59,4071,8,Recycling,3752,10,Bhopal Landfill,83130,2020,18.3203,75.8314,2390.0761483664946,0.11704559124263202,375.2
Bhopal,Construction,2396,42,4071,10,Composting,4938,13,Bhopal Landfill,83130,2020,18.3203,75.8314,588.5531810366003,0.028822326476602912,379.84615384615387
Bhopal,Hazardous,8644,36,4071,8,Recycling,4560,11,Bhopal Landfill,83130,2020,18.3203,75.8314,2123.3112257430607,0.10398171538554071,414.54545454545456
Bhopal,Plastic,3735,47,4071,10,Landfill,4938,14,Bhopal Landfill,83130,2021,18.3203,75.8314,917.4649963154017,0.044929628293035005,352.7142857142857
Bhopal,Organic,1025,48,4071,10,Composting,503,17,Bhopal Landfill,83130,2021,18.3203,75.8314,251.78088921640875,0.012330085408396488,29.58823529411765
Bhopal,E-Waste,2177,52,4071,7,Composting,3857,10,Bhopal Landfill,83130,2021,18.3203,75.8314,534.7580447064603,0.026187898472272344,385.7
Bhopal,Construction,9006,30,4071,9,Recycling,4386,9,Bhopal Landfill,83130,2021,18.3203,75.8314,2212.2328666175385,0.10833634067123782,487.3333333333333
Bhopal,Hazardous,9834,44,4071,6,Recycling,4541,6,Bhopal Landfill,83130,2021,18.3203,75.8314,2415.6226971260135,0.11829664381089859,756.8333333333334
Bhopal,Plastic,2220,67,4071,9,Landfill,1402,8,Bhopal Landfill,83130,2022,18.3203,75.8314,545.3205600589536,0.0267051605918441,175.25
Bhopal,Organic,1942,42,4071,9,Landfill,3010,17,Bhopal Landfill,83130,2022,18.3203,75.8314,477.03267010562513,0.023361000842054613,177.05882352941177
Bhopal,E-Waste,9089,53,4071,7,Landfill,3699,12,Bhopal Landfill,83130,2022,18.3203,75.8314,2232.62097764677,0.10933477685552749,308.25
Bhopal,Construction,7209,52,4071,5,Recycling,3052,2,Bhopal Landfill,83130,2022,18.3203,75.8314,1770.8179808400885,0.08671959581378563,1526.0
Bhopal,Hazardous,4153,74,4071,7,Incineration,4045,0,Bhopal Landfill,83130,2022,18.3203,75.8314,1020.1424711373127,0.049957897269337186,
Bhopal,Plastic,9364,83,4071,10,Landfill,892,11,Bhopal Landfill,83130,2023,18.3203,75.8314,2300.171947924343,0.11264284855046312,81.0909090909091
Bhopal,Organic,1667,72,4071,10,Landfill,1400,10,Bhopal Landfill,83130,2023,18.3203,75.8314,409.48169982805206,0.02005292914711897,140.0
Bhopal,E-Waste,4863,45,4071,9,Incineration,3429,14,Bhopal Landfill,83130,2023,18.3203,75.8314,1194.5467943994104,0.058498736918080114,244.92857142857142
Bhopal,Construction,6131,50,4071,8,Composting,714,17,Bhopal Landfill,83130,2023,18.3203,75.8314,1506.0181773520019,0.07375195476963792,42.0
Bhopal,Hazardous,7203,43,4071,9,Recycling,3001,19,Bhopal Landfill,83130,2023,18.3203,75.8314,1769.3441414885776,0.08664741970407795,157.94736842105263
Thiruvananthapuram,Plastic,4709,49,18418,8,Landfill,3236,3,Thiruvananthapuram Landfill,30373,2019,17.2935,83.4447,255.67379737213597,0.15503901491456226,1078.6666666666667
Thiruvananthapuram,Organic,8515,64,18418,7,Incineration,4289,5,Thiruvananthapuram Landfill,30373,2019,17.2935,83.4447,462.31947008361385,0.28034767721331444,857.8
Thiruvananthapuram,E-Waste,8079,39,18418,6,Recycling,1230,7,Thiruvananthapuram Landfill,30373,2019,17.2935,83.4447,438.6469757845586,0.2659928225726797,175.71428571428572
Thiruvananthapuram,Construction,9230,73,18418,8,Recycling,957,4,Thiruvananthapuram Landfill,30373,2019,17.2935,83.4447,501.1401889455967,0.3038883218648141,239.25
Thiruvananthapuram,Hazardous,8655,61,18418,7,Landfill,1124,0,Thiruvananthapuram Landfill,30373,2019,17.2935,83.4447,469.9207297209252,0.2849570342080137,
Thiruvananthapuram,Plastic,4070,83,18418,7,Landfill,4747,1,Thiruvananthapuram Landfill,30373,2020,17.2935,83.4447,220.97947659897926,0.1340005926316136,4747.0
Thiruvananthapuram,Organic,4982,44,18418,10,Recycling,3279,6,Thiruvananthapuram Landfill,30373,2020,17.2935,83.4447,270.49625366489306,0.1640272610542258,546.5
Thiruvananthapuram,E-Waste,2323,84,18418,8,Recycling,907,12,Thiruvananthapuram Landfill,30373,2020,17.2935,83.4447,126.12661526767293,0.0764824021334738,75.58333333333333
Thiruvananthapuram,Construction,917,35,18418,7,Incineration,1559,14,Thiruvananthapuram Landfill,30373,2020,17.2935,83.4447,49.788250624389185,0.030191288315280018,111.35714285714286
Thiruvananthapuram,Hazardous,8160,78,18418,5,Landfill,4193,16,Thiruvananthapuram Landfill,30373,2020,17.2935,83.4447,443.04484743186015,0.2686596648338985,262.0625
Thiruvananthapuram,Plastic,7306,67,18418,5,Landfill,1198,3,Thiruvananthapuram Landfill,30373,2021,17.2935,83.4447,396.67716364426104,0.24054258716623317,399.3333333333333
Thiruvananthapuram,Organic,3645,54,18418,10,Incineration,2113,18,Thiruvananthapuram Landfill,30373,2021,17.2935,83.4447,197.90422412856987,0.12000790175484806,117.38888888888889
Thiruvananthapuram,E-Waste,8521,58,18418,5,Composting,2668,14,Thiruvananthapuram Landfill,30373,2021,17.2935,83.4447,462.64523835378435,0.28054522108451585,190.57142857142858
Thiruvananthapuram,Construction,4348,74,18418,10,Incineration,516,20,Thiruvananthapuram Landfill,30373,2021,17.2935,83.4447,236.07340645021176,0.14315345866394494,25.8
Thiruvananthapuram,Hazardous,8086,37,18418,9,Composting,4283,0,Thiruvananthapuram Landfill,30373,2021,17.2935,83.4447,439.02703876642414,0.26622329042241466,
Thiruvananthapuram,Plastic,3990,65,18418,10,Recycling,4017,7,Thiruvananthapuram Landfill,30373,2022,17.2935,83.4447,216.63589966337278,0.13136667434892832,573.8571428571429
Thiruvananthapuram,Organic,3262,70,18418,6,Incineration,2759,14,Thiruvananthapuram Landfill,30373,2022,17.2935,83.4447,177.10934954935388,0.10739801797649227,197.07142857142858
Thiruvananthapuram,E-Waste,4682,46,18418,9,Incineration,4895,1,Thiruvananthapuram Landfill,30373,2022,17.2935,83.4447,254.20784015636877,0.154150067494156,4895.0
Thiruvananthapuram,Construction,5653,48,18418,9,Landfill,2017,7,Thiruvananthapuram Landfill,30373,2022,17.2935,83.4447,306.9280052122923,0.18611925065024856,288.14285714285717
Thiruvananthapuram,Hazardous,3598,84,18418,10,Landfill,2156,15,Thiruvananthapuram Landfill,30373,2022,17.2935,83.4447,195.35237267890108,0.11846047476377046,143.73333333333332
Thiruvananthapuram,Plastic,3165,46,18418,9,Recycling,4394,2,Thiruvananthapuram Landfill,30373,2023,17.2935,83.4447,171.84276251493105,0.10420439205873638,2197.0
Thiruvananthapuram,Organic,8796,81,18418,9,Incineration,2365,1,Thiruvananthapuram Landfill,30373,2023,17.2935,83.4447,477.5762840699316,0.2895993151812465,2365.0
Thiruvananthapuram,E-Waste,1484,57,18418,9,Recycling,1031,9,Thiruvananthapuram Landfill,30373,2023,17.2935,83.4447,80.57335215550006,0.04885918414381194,114.55555555555556
Thiruvananthapuram,Construction,5645,48,18418,7,Landfill,3612,17,Thiruvananthapuram Landfill,30373,2023,17.2935,83.4447,306.4936475187317,0.18585585882198005,212.47058823529412
Thiruvananthapuram,Hazardous,684,34,18418,10,Composting,4166,20,Thiruvananthapuram Landfill,30373,2023,17.2935,83.4447,37.137582799435336,0.02252000131695914,208.3
Indore,Plastic,8144,67,2929,9,Composting,3555,5,Indore Landfill,61142,2019,24.6237,95.1044,2780.4711505633322,0.13319812894573288,711.0
Indore,Organic,9725,81,2929,7,Composting,3629,19,Indore Landfill,61142,2019,24.6237,95.1044,3320.245817685217,0.1590559680743188,191.0
Indore,E-Waste,5037,38,2929,10,Recycling,553,2,Indore Landfill,61142,2019,24.6237,95.1044,1719.6995561625129,0.08238199600928985,276.5
Indore,Construction,9377,54,2929,10,Composting,886,1,Indore Landfill,61142,2019,24.6237,95.1044,3201.433936497098,0.1533642994995257,886.0
Indore,Hazardous,5566,78,2929,5,Composting,1566,13,Indore Landfill,61142,2019,24.6237,95.1044,1900.307272106521,0.09103398645775408,120.46153846153847
Indore,Plastic,9082,78,2929,9,Incineration,4800,16,Indore Landfill,61142,2020,24.6237,95.1044,3100.716968248549,0.1485394655065258,300.0
Indore,Organic,6803,69,2929,7,Landfill,1646,8,Indore Landfill,61142,2020,24.6237,95.1044,2322.635711847047,0.11126557848941808,205.75
Indore,E-Waste,9293,76,2929,7,Landfill,3839,10,Indore Landfill,61142,2020,24.6237,95.1044,3172.755206555138,0.15199044846423082,383.9
Indore,Construction,4596,77,2929,6,Composting,2361,8,Indore Landfill,61142,2020,24.6237,95.1044,1569.1362239672244,0.0751692780739917,295.125
Indore,Hazardous,1504,78,2929,5,Incineration,1458,2,Indore Landfill,61142,2020,24.6237,95.1044,513.4858313417549,0.0245984756795656,729.0
Indore,Plastic,5086,81,2929,10,Composting,3219,0,Indore Landfill,61142,2021,24.6237,95.1044,1736.4288152953227,0.08318340911321187,
Indore,Organic,725,79,2929,9,Composting,4952,12,Indore Landfill,61142,2021,24.6237,95.1044,247.52475247524754,0.011857642864152302,412.6666666666667
Indore,E-Waste,6111,66,2929,10,Incineration,2516,0,Indore Landfill,61142,2021,24.6237,95.1044,2086.377603277569,0.09994766281770305,
Indore,Construction,4593,55,2929,8,Landfill,3925,0,Indore Landfill,61142,2021,24.6237,95.1044,1568.1119836121543,0.0751202119655883,
Indore,Hazardous,783,58,2929,9,Recycling,3261,1,Indore Landfill,61142,2021,24.6237,95.1044,267.3267326732673,0.012806254293284485,3261.0
Indore,Plastic,6251,77,2929,6,Composting,2147,6,Indore Landfill,61142,2022,24.6237,95.1044,2134.175486514169,0.10223741454319453,357.8333333333333
Indore,Organic,2950,44,2929,8,Composting,1006,1,Indore Landfill,61142,2022,24.6237,95.1044,1007.16968248549,0.048248339929999016,1006.0
Indore,E-Waste,8734,30,2929,10,Incineration,3781,4,Indore Landfill,61142,2022,24.6237,95.1044,2981.90508706043,0.1428477969317327,945.25
Indore,Construction,8915,80,2929,8,Recycling,624,4,Indore Landfill,61142,2022,24.6237,95.1044,3043.7009218163194,0.1458081188054038,156.0
Indore,Hazardous,5025,36,2929,5,Landfill,3164,12,Indore Landfill,61142,2022,24.6237,95.1044,1715.602594742233,0.0821857315756763,263.6666666666667
Indore,Plastic,4551,56,2929,7,Incineration,2510,0,Indore Landfill,61142,2023,24.6237,95.1044,1553.7726186411744,0.07443328644794085,
Indore,Organic,9201,70,2929,9,Recycling,2492,6,Indore Landfill,61142,2023,24.6237,95.1044,3141.3451689996587,0.15048575447319354,415.3333333333333
Indore,E-Waste,4466,74,2929,7,Landfill,4170,5,Indore Landfill,61142,2023,24.6237,95.1044,1524.7524752475247,0.07304308004317818,834.0
Indore,Construction,814,35,2929,6,Composting,2996,18,Indore Landfill,61142,2023,24.6237,95.1044,277.9105496756572,0.01331327074678617,166.44444444444446
Indore,Hazardous,7020,79,2929,6,Composting,3768,18,Indore Landfill,61142,2023,24.6237,95.1044,2396.722430863776,0.11481469366392986,209.33333333333334
Vadodara,Plastic,5125,37,21598,8,Landfill,3475,6,Vadodara Landfill,24927,2019,31.3853,71.6585,237.29048986017224,0.20560035303085009,579.1666666666666
Vadodara,Organic,8038,72,21598,7,Recycling,1843,19,Vadodara Landfill,24927,2019,31.3853,71.6585,372.1640892675248,0.32246158783648254,97.0
Vadodara,E-Waste,7388,32,21598,7,Recycling,4606,20,Vadodara Landfill,24927,2019,31.3853,71.6585,342.0687100657468,0.29638544550086254,230.3
Vadodara,Construction,6364,77,21598,6,Incineration,2720,3,Vadodara Landfill,24927,2019,31.3853,71.6585,294.65691267709974,0.2553054920367473,906.6666666666666
Vadodara,Hazardous,5593,33,21598,6,Landfill,1520,5,Vadodara Landfill,24927,2019,31.3853,71.6585,258.9591628854524,0.2243751755124965,304.0
Vadodara,Plastic,1128,30,21598,7,Incineration,2941,0,Vadodara Landfill,24927,2020,31.3853,71.6585,52.22705806093157,0.04525213623781442,
Vadodara,Organic,2600,50,21598,5,Incineration,609,8,Vadodara Landfill,24927,2020,31.3853,71.6585,120.38151680711177,0.10430456934248004,76.125
Vadodara,E-Waste,6120,47,21598,8,Landfill,1084,19,Vadodara Landfill,24927,2020,31.3853,71.6585,283.35957033058617,0.2455169093753761,57.05263157894737
Vadodara,Construction,8236,53,21598,5,Recycling,4879,15,Vadodara Landfill,24927,2020,31.3853,71.6585,381.3316047782202,0.33040478196333295,325.26666666666665
Vadodara,Hazardous,4637,73,21598,8,Recycling,2427,5,Vadodara Landfill,24927,2020,31.3853,71.6585,214.6958051671451,0.18602318770810766,485.4
Vadodara,Plastic,7724,36,21598,8,Composting,509,11,Vadodara Landfill,24927,2021,31.3853,71.6585,357.62570608389666,0.3098648052312753,46.27272727272727
Vadodara,Organic,9247,48,21598,8,Incineration,683,0,Vadodara Landfill,24927,2021,31.3853,71.6585,428.14149458283174,0.3709632125807357,
Vadodara,E-Waste,6645,81,21598,7,Composting,2420,17,Vadodara Landfill,24927,2021,31.3853,71.6585,307.6673766089453,0.2665784089541461,142.35294117647058
Vadodara,Construction,8397,75,21598,6,Incineration,2919,16,Vadodara Landfill,24927,2021,31.3853,71.6585,388.7859987035837,0.33686364183415574,182.4375
Vadodara,Hazardous,2986,33,21598,5,Composting,755,17,Vadodara Landfill,24927,2021,31.3853,71.6585,138.25354199462913,0.11978978617563285,44.411764705882355
Vadodara,Plastic,7390,46,21598,5,Incineration,3675,9,Vadodara Landfill,24927,2022,31.3853,71.6585,342.16131123252154,0.2964656797849721,408.3333333333333
Vadodara,Organic,3591,71,21598,5,Recycling,3317,12,Vadodara Landfill,24927,2022,31.3853,71.6585,166.2653949439763,0.14406065711878685,276.4166666666667
Vadodara,E-Waste,4487,46,21598,7,Composting,989,7,Vadodara Landfill,24927,2022,31.3853,71.6585,207.7507176590425,0.18000561639988769,141.28571428571428
Vadodara,Construction,5732,79,21598,6,Incineration,4010,6,Vadodara Landfill,24927,2022,31.3853,71.6585,265.3949439762941,0.2299514582581137,668.3333333333334
Vadodara,Hazardous,2037,35,21598,8,Composting,3000,0,Vadodara Landfill,24927,2022,31.3853,71.6585,94.31428836003333,0.08171861836562763,
Vadodara,Plastic,1325,60,21598,6,Recycling,3482,20,Vadodara Landfill,24927,2023,31.3853,71.6585,61.34827298823965,0.05315521322261002,174.1
Vadodara,Organic,2028,85,21598,5,Landfill,2092,8,Vadodara Landfill,24927,2023,31.3853,71.6585,93.89758310954718,0.08135756408713443,261.5
Vadodara,E-Waste,9199,35,21598,10,Composting,4382,18,Vadodara Landfill,24927,2023,31.3853,71.6585,425.9190665802389,0.3690375897621053,243.44444444444446
Vadodara,Construction,5872,38,21598,8,Incineration,2663,0,Vadodara Landfill,24927,2023,31.3853,71.6585,271.8770256505232,0.2355678581457857,
Vadodara,Hazardous,6592,45,21598,5,Incineration,4874,20,Vadodara Landfill,24927,2023,31.3853,71.6585,305.21344568941566,0.2644522004252417,243.7
Guwahati,Plastic,2374,37,22866,5,Recycling,1243,13,Guwahati Landfill,60935,2019,19.7894,85.8429,103.82226887081256,0.03895954705834086,95.61538461538461
Guwahati,Organic,8355,47,22866,10,Landfill,4050,6,Guwahati Landfill,60935,2019,19.7894,85.8429,365.38966150616636,0.13711331746943464,675.0
Guwahati,E-Waste,9369,37,22866,9,Landfill,1382,12,Guwahati Landfill,60935,2019,19.7894,85.8429,409.7349776961427,0.15375400016410928,115.16666666666667
Guwahati,Construction,8457,79,22866,6,Incineration,1687,7,Guwahati Landfill,60935,2019,19.7894,85.8429,369.8504329572291,0.1387872322967096,241.0
Guwahati,Hazardous,4891,56,22866,5,Recycling,3499,11,Guwahati Landfill,60935,2019,19.7894,85.8429,213.89836438380127,0.0802658570608025,318.09090909090907
Guwahati,Plastic,822,80,22866,6,Landfill,4966,13,Guwahati Landfill,60935,2020,19.7894,85.8429,35.948569929152455,0.013489784196274718,382.0
Guwahati,Organic,4079,73,22866,8,Incineration,2246,18,Guwahati Landfill,60935,2020,19.7894,85.8429,178.38712498906673,0.06694018216131944,124.77777777777777
Guwahati,E-Waste,4047,58,22866,6,Recycling,4462,3,Guwahati Landfill,60935,2020,19.7894,85.8429,176.98766727892942,0.06641503241158611,1487.3333333333333
Guwahati,Construction,3438,63,22866,8,Incineration,1247,1,Guwahati Landfill,60935,2020,19.7894,85.8429,150.35423773287852,0.05642077623697382,1247.0
Guwahati,Hazardous,3115,46,22866,6,Composting,4252,17,Guwahati Landfill,60935,2020,19.7894,85.8429,136.2284614711799,0.0511200459506031,250.11764705882354
Guwahati,Plastic,1484,78,22866,6,Composting,4003,3,Guwahati Landfill,60935,2021,19.7894,85.8429,64.89985130761829,0.024353819643882824,1334.3333333333333
Guwahati,Organic,4543,79,22866,7,Recycling,3813,13,Guwahati Landfill,60935,2021,19.7894,85.8429,198.6792617860579,0.07455485353245261,293.3076923076923
Guwahati,E-Waste,7401,82,22866,9,Incineration,4307,3,Guwahati Landfill,60935,2021,19.7894,85.8429,323.66832852269744,0.12145729055550997,1435.6666666666667
Guwahati,Construction,9218,84,22866,9,Composting,1433,7,Guwahati Landfill,60935,2021,19.7894,85.8429,403.13128662643226,0.15127594978255518,204.71428571428572
Guwahati,Hazardous,7562,74,22866,6,Incineration,3410,18,Guwahati Landfill,60935,2021,19.7894,85.8429,330.7093501268259,0.12409945023385575,189.44444444444446
Guwahati,Plastic,6340,47,22866,9,Incineration,2172,3,Guwahati Landfill,60935,2022,19.7894,85.8429,277.2675588209569,0.1040452941659145,724.0
Guwahati,Organic,1976,39,22866,5,Composting,930,8,Guwahati Landfill,60935,2022,19.7894,85.8429,86.41651360097963,0.03242799704603266,116.25
Guwahati,E-Waste,9002,39,22866,8,Recycling,2298,17,Guwahati Landfill,60935,2022,19.7894,85.8429,393.68494708300534,0.14773118897185525,135.1764705882353
Guwahati,Construction,9229,69,22866,8,Landfill,728,0,Guwahati Landfill,60935,2022,19.7894,85.8429,403.61235021429195,0.151456470009026,
Guwahati,Hazardous,3522,70,22866,9,Composting,1428,16,Guwahati Landfill,60935,2022,19.7894,85.8429,154.027814221989,0.057799294330023794,89.25
Guwahati,Plastic,5833,70,22866,5,Incineration,1084,18,Guwahati Landfill,60935,2023,19.7894,85.8429,255.0949007259687,0.09572495281857717,60.22222222222222
Guwahati,Organic,7866,47,22866,7,Incineration,2757,18,Guwahati Landfill,60935,2023,19.7894,85.8429,344.0041983731304,0.1290883728563223,153.16666666666666
Guwahati,E-Waste,4726,55,22866,7,Recycling,702,1,Guwahati Landfill,60935,2023,19.7894,85.8429,206.6824105659057,0.07755805366374005,702.0
Guwahati,Construction,1243,47,22866,10,Composting,3422,10,Guwahati Landfill,60935,2023,19.7894,85.8429,54.36018542814659,0.02039878559120374,342.2
Guwahati,Hazardous,9261,66,22866,6,Landfill,2036,1,Guwahati Landfill,60935,2023,19.7894,85.8429,405.01180792442926,0.15198161975875935,2036.0
Coimbatore,Plastic,8029,41,12073,8,Recycling,1562,13,Coimbatore Landfill,98572,2019,31.9729,76.5516,665.03768740164,0.0814531509962261,120.15384615384616
Coimbatore,Organic,3277,45,12073,8,Incineration,4870,15,Coimbatore Landfill,98572,2019,31.9729,76.5516,271.4321212623209,0.03324473481313152,324.6666666666667
Coimbatore,E-Waste,9389,45,12073,8,Incineration,1177,14,Coimbatore Landfill,98572,2019,31.9729,76.5516,777.6857450509401,0.09525017246276833,84.07142857142857
Coimbatore,Construction,1031,36,12073,8,Composting,4921,17,Coimbatore Landfill,98572,2019,31.9729,76.5516,85.39716723266794,0.010459359655886053,289.47058823529414
Coimbatore,Hazardous,5816,67,12073,5,Recycling,4556,15,Coimbatore Landfill,98572,2019,31.9729,76.5516,481.7361053590657,0.0590025565069188,303.73333333333335
Coimbatore,Plastic,6548,55,12073,7,Landfill,4731,15,Coimbatore Landfill,98572,2020,31.9729,76.5516,542.3672657997183,0.06642860041391065,315.4
Coimbatore,Organic,5804,68,12073,5,Incineration,4100,8,Coimbatore Landfill,98572,2020,31.9729,76.5516,480.74215190921893,0.058880818082214015,512.5
Coimbatore,E-Waste,7649,53,12073,10,Landfill,2381,4,Coimbatore Landfill,98572,2020,31.9729,76.5516,633.5624948231591,0.0775981008805746,595.25
Coimbatore,Construction,953,66,12073,8,Landfill,2355,1,Coimbatore Landfill,98572,2020,31.9729,76.5516,78.93646980866396,0.009668059895304955,2355.0
Coimbatore,Hazardous,747,59,12073,7,Recycling,4295,4,Coimbatore Landfill,98572,2020,31.9729,76.5516,61.873602252961156,0.007578216937872824,1073.75
Coimbatore,Plastic,6863,75,12073,7,Landfill,2635,13,Coimbatore Landfill,98572,2021,31.9729,76.5516,568.458543858196,0.06962423406241124,202.69230769230768
Coimbatore,Organic,8447,42,12073,5,Composting,2764,17,Coimbatore Landfill,98572,2021,31.9729,76.5516,699.660399237969,0.08569370612344276,162.58823529411765
Coimbatore,E-Waste,4259,81,12073,7,Composting,4070,11,Coimbatore Landfill,98572,2021,31.9729,76.5516,352.7706452414479,0.04320699590147303,370.0
Coimbatore,Construction,8174,57,12073,9,Recycling,862,9,Coimbatore Landfill,98572,2021,31.9729,76.5516,677.0479582539551,0.08292415696140892,95.77777777777777
Coimbatore,Hazardous,4274,60,12073,6,Incineration,1901,10,Coimbatore Landfill,98572,2021,31.9729,76.5516,354.0130870537563,0.04335916893235402,190.1
Coimbatore,Plastic,3522,75,12073,10,Landfill,925,11,Coimbatore Landfill,98572,2022,31.9729,76.5516,291.7253375300257,0.0357302276508542,84.0909090909091
Coimbatore,Organic,5021,78,12073,9,Composting,2258,19,Coimbatore Landfill,98572,2022,31.9729,76.5516,415.88668930671747,0.05093738587022684,118.84210526315789
Coimbatore,E-Waste,6743,52,12073,6,Landfill,4958,10,Coimbatore Landfill,98572,2022,31.9729,76.5516,558.5190093597283,0.0684068498153634,495.8
Coimbatore,Construction,2139,54,12073,6,Recycling,3884,6,Coimbatore Landfill,98572,2022,31.9729,76.5516,177.17220243518597,0.021699874203627807,647.3333333333334
Coimbatore,Hazardous,580,31,12073,8,Landfill,1968,5,Coimbatore Landfill,98572,2022,31.9729,76.5516,48.04108340926033,0.005884023860731242,393.6
Coimbatore,Plastic,963,38,12073,8,Recycling,2999,0,Coimbatore Landfill,98572,2023,31.9729,76.5516,79.76476435020294,0.009769508582558942,
Coimbatore,Organic,8565,52,12073,7,Landfill,3047,20,Coimbatore Landfill,98572,2023,31.9729,76.5516,709.4342748281289,0.0868908006330398,152.35
Coimbatore,E-Waste,8883,43,12073,7,Landfill,3454,20,Coimbatore Landfill,98572,2023,31.9729,76.5516,735.7740412490682,0.0901168688877166,172.7
Coimbatore,Construction,9121,40,12073,9,Landfill,4566,11,Coimbatore Landfill,98572,2023,31.9729,76.5516,755.4874513376957,0.09253134764436148,415.09090909090907
Coimbatore,Hazardous,6047,82,12073,9,Incineration,3133,20,Coimbatore Landfill,98572,2023,31.9729,76.5516,500.8697092686159,0.0613460211824859,156.65
Ranchi,Plastic,9222,76,17422,8,Recycling,4212,14,Ranchi Landfill,98646,2019,13.4978,84.8338,529.3307312593273,0.09348579770086977,300.85714285714283
Ranchi,Organic,2865,82,17422,9,Landfill,3272,14,Ranchi Landfill,98646,2019,13.4978,84.8338,164.44725060268627,0.029043245544674898,233.71428571428572
Ranchi,E-Waste,7540,60,17422,5,Incineration,1776,2,Ranchi Landfill,98646,2019,13.4978,84.8338,432.78613247617955,0.07643492893781806,888.0
Ranchi,Construction,8974,41,17422,8,Recycling,4536,15,Ranchi Landfill,98646,2019,13.4978,84.8338,515.0958558144874,0.09097175759787524,302.4
Ranchi,Hazardous,6183,43,17422,5,Recycling,1377,12,Ranchi Landfill,98646,2019,13.4978,84.8338,354.8961083687292,0.06267866918070678,114.75
Ranchi,Plastic,1270,34,17422,7,Landfill,1071,11,Ranchi Landfill,98646,2020,13.4978,84.8338,72.89633796349443,0.012874318269367233,97.36363636363636
Ranchi,Organic,6090,44,17422,7,Landfill,2447,0,Ranchi Landfill,98646,2020,13.4978,84.8338,349.55803007691424,0.06173590414208382,
Ranchi,E-Waste,9848,79,17422,10,Landfill,675,11,Ranchi Landfill,98646,2020,13.4978,84.8338,565.262312019286,0.09983172150923504,61.36363636363637
Ranchi,Construction,3883,38,17422,7,Recycling,2577,5,Ranchi Landfill,98646,2020,13.4978,84.8338,222.8791183561015,0.03936297467712832,515.4
Ranchi,Hazardous,7762,68,17422,6,Incineration,1158,0,Ranchi Landfill,98646,2020,13.4978,84.8338,445.5286419469636,0.07868540032033737,
Ranchi,Plastic,9164,69,17422,5,Composting,4385,14,Ranchi Landfill,98646,2021,13.4978,84.8338,526.0016071633567,0.09289783670904041,313.2142857142857
Ranchi,Organic,4838,61,17422,8,Composting,2006,10,Ranchi Landfill,98646,2021,13.4978,84.8338,277.6948685569969,0.049044056525353284,200.6
Ranchi,E-Waste,9929,85,17422,9,Recycling,1475,14,Ranchi Landfill,98646,2021,13.4978,84.8338,569.9116060153829,0.10065283944610019,105.35714285714286
Ranchi,Construction,4213,65,17422,7,Recycling,794,15,Ranchi Landfill,98646,2021,13.4978,84.8338,241.82068648834806,0.04270826997546783,52.93333333333333
Ranchi,Hazardous,4130,65,17422,8,Incineration,3340,17,Ranchi Landfill,98646,2021,13.4978,84.8338,237.0565951096315,0.041866877521643045,196.47058823529412
Ranchi,Plastic,9721,30,17422,8,Composting,1126,7,Ranchi Landfill,98646,2022,13.4978,84.8338,557.9726782229366,0.09854428968229832,160.85714285714286
Ranchi,Organic,8205,40,17422,7,Recycling,1464,19,Ranchi Landfill,98646,2022,13.4978,84.8338,470.9562621972219,0.08317620582689618,77.05263157894737
Ranchi,E-Waste,5473,73,17422,7,Recycling,3439,0,Ranchi Landfill,98646,2022,13.4978,84.8338,314.1430375387441,0.0554812156600369,
Ranchi,Construction,9588,36,17422,8,Landfill,4717,10,Ranchi Landfill,98646,2022,13.4978,84.8338,550.3386522787281,0.09719603430448269,471.7
Ranchi,Hazardous,1182,82,17422,9,Incineration,1502,1,Ranchi Landfill,98646,2022,13.4978,84.8338,67.84525312822868,0.01198223952314336,1502.0
